Date,Open,High,Low,Close,Adj Close,Volume
2020-05-05,91.110001,92.480003,90.949997,91.320000,88.330162,8687300
2020-05-06,92.199997,92.919998,91.620003,92.029999,89.016907,8470500
2020-05-07,93.279999,93.940002,93.139999,93.410004,90.351738,10544400
2020-05-08,94.300003,94.910004,93.750000,94.779999,91.676888,7610800
2020-05-11,94.129997,95.970001,93.940002,95.410004,92.286247,10384400
2020-05-12,95.800003,96.070000,93.370003,93.440002,90.380753,13521000
2020-05-13,93.489998,94.209999,90.620003,91.830002,88.823463,16971100
2020-05-14,91.190002,93.059998,90.190002,93.000000,89.955154,15237600
2020-05-15,91.529999,93.489998,91.269997,93.470001,90.409760,14016400
2020-05-18,95.309998,96.300003,94.980003,95.760002,92.624794,10016700
2020-05-19,95.800003,96.889999,95.370003,95.410004,92.286247,10046400
2020-05-20,96.730003,97.680000,96.680000,97.500000,94.307823,9096000
2020-05-21,97.400002,97.690002,96.089996,96.139999,92.992340,10290800
2020-05-22,96.000000,96.610001,95.610001,96.489998,93.330894,9244800
2020-05-26,98.419998,98.489998,96.309998,96.389999,93.234154,13000700
2020-05-27,96.379997,96.980003,94.330002,96.940002,93.766159,19428400
2020-05-28,96.580002,98.519997,96.510002,96.750000,93.582367,10573700
2020-05-29,97.040001,98.199997,96.230003,97.970001,94.762436,17777500
2020-06-01,97.510002,98.150002,97.080002,97.940002,94.733406,13359700
2020-06-02,98.139999,98.860001,97.209999,98.860001,95.623291,11207600
2020-06-03,99.260002,99.949997,98.830002,99.629997,96.368088,11017900
2020-06-04,99.239998,99.930000,98.260002,98.809998,95.574913,7569400
2020-06-05,99.510002,101.699997,99.339996,101.410004,98.089813,10378200
2020-06-08,101.230003,101.959999,100.300003,101.919998,98.583115,8065100
2020-06-09,101.410004,102.900002,101.320000,102.400002,99.047371,7353900
2020-06-10,103.139999,104.889999,102.949997,104.110001,100.701401,12194800
2020-06-11,102.300003,102.449997,98.110001,98.139999,94.926865,19871000
2020-06-12,100.769997,101.269997,97.680000,99.410004,96.155281,21643500
2020-06-15,97.599998,100.820000,97.279999,100.370003,97.083870,14962000
2020-06-16,102.769997,103.389999,100.919998,102.510002,99.153793,13967900
2020-06-17,103.089996,103.459999,102.320000,102.489998,99.134430,8662100
2020-06-18,102.300003,103.059998,102.080002,102.949997,99.579384,6858600
2020-06-19,104.190002,104.309998,101.750000,102.239998,98.892632,15640000
2020-06-22,102.089996,103.970001,101.930000,103.879997,100.755867,7369000
2020-06-23,104.809998,105.830002,104.480003,104.629997,101.483299,9514000
2020-06-24,104.199997,104.779999,101.709999,102.269997,99.194267,12712800
2020-06-25,102.419998,103.690002,101.309998,103.580002,100.464874,10267200
2020-06-26,103.379997,103.529999,101.230003,101.540001,98.486237,22137800
2020-06-29,101.529999,102.660004,100.309998,102.650002,99.562859,9273600
2020-06-30,102.660004,104.910004,102.519997,104.489998,101.347519,8250000
2020-07-01,104.559998,105.269997,104.080002,104.660004,101.512413,10854600
2020-07-02,105.650002,106.220001,105.050003,105.269997,102.104050,9572300
2020-07-06,106.629997,107.610001,106.570000,107.110001,103.888718,8023100
2020-07-07,106.989998,108.070000,105.879997,105.989998,102.802406,7931800
2020-07-08,106.830002,107.730003,106.260002,107.720001,104.480362,6663500
2020-07-09,108.599998,108.620003,106.559998,108.110001,104.858643,8883900
2020-07-10,107.860001,108.129997,106.800003,108.080002,104.829552,7362300
2020-07-13,109.000000,109.720001,105.570000,105.839996,102.656906,14455200
2020-07-14,105.000000,107.209999,103.879997,107.059998,103.840240,15026600
2020-07-15,108.040001,108.570000,106.379997,107.639999,104.402786,11889600
2020-07-16,106.489998,106.790001,105.489998,106.309998,103.112785,8590300
2020-07-17,106.940002,107.129997,105.849998,106.830002,103.617149,6355200
2020-07-20,107.129997,109.820000,106.529999,109.559998,106.265022,8509200
2020-07-21,110.339996,110.379997,108.059998,108.459999,105.198112,9397400
2020-07-22,108.559998,109.669998,108.470001,109.330002,106.041946,7514000
2020-07-23,108.750000,109.470001,106.010002,106.489998,103.287369,11674800
2020-07-24,104.709999,105.889999,103.470001,105.199997,102.036148,11455800
2020-07-27,105.839996,106.970001,105.629997,106.860001,103.646240,8454000
2020-07-28,106.529999,106.860001,105.529999,105.610001,102.433823,8912700
2020-07-29,106.010002,107.430000,106.010002,107.139999,103.917824,6593500
2020-07-30,106.169998,107.809998,105.599998,107.739998,104.499771,10778400
2020-07-31,109.440002,110.470001,107.660004,110.430000,107.108856,12592900
2020-08-03,111.930000,113.510002,111.879997,113.150002,109.747063,12163500
2020-08-04,112.910004,113.449997,112.419998,113.440002,110.028351,8985800
2020-08-05,113.800003,114.120003,113.290001,113.860001,110.435715,6480100
2020-08-06,113.769997,115.570000,113.519997,115.459999,111.987595,8199700
2020-08-07,115.000000,115.010002,112.839996,113.739998,110.319313,13738100
2020-08-10,113.959999,114.150002,111.889999,113.419998,110.008926,8240600
2020-08-11,113.050003,113.529999,111.150002,111.379997,108.030296,9422200
2020-08-12,112.279999,114.209999,112.139999,113.910004,110.484222,7098400
2020-08-13,114.070000,114.910004,113.550003,113.959999,110.532707,5726800
2020-08-14,114.010002,114.209999,113.250000,113.879997,110.455093,4167100
2020-08-17,114.570000,114.900002,114.430000,114.639999,111.192230,4087300
2020-08-18,114.860001,115.379997,114.099998,115.070000,111.609314,4465000
2020-08-19,115.360001,115.870003,114.739998,114.930000,111.473526,7119700
2020-08-20,114.500000,116.690002,114.379997,116.459999,112.957512,6401500
2020-08-21,116.570000,118.070000,116.510002,117.940002,114.392998,7644300
2020-08-24,119.639999,119.680000,117.970001,118.959999,115.382332,8220300
2020-08-25,118.690002,119.610001,118.510002,119.559998,115.964294,9314100
2020-08-26,120.809998,122.309998,120.540001,121.989998,118.321205,8231500
2020-08-27,122.500000,123.059998,120.989998,122.089996,118.418198,9087100
2020-08-28,122.570000,123.559998,122.410004,123.160004,119.456024,6546300
2020-08-31,123.650002,124.349998,122.879997,123.550003,119.834290,9520000
2020-09-01,124.660004,126.070000,123.879997,125.910004,122.123322,12806300
2020-09-02,127.709999,127.720001,124.809998,127.029999,123.209641,20197500
2020-09-03,125.000000,125.099998,118.800003,119.790001,116.187370,27081000
2020-09-04,119.120003,120.820000,113.050003,118.120003,114.567604,31272100
2020-09-08,113.629997,116.330002,112.580002,112.779999,109.388184,23930200
2020-09-09,115.529999,117.599998,114.269997,116.459999,112.957512,18391900
2020-09-10,118.059998,118.239998,113.139999,113.830002,110.406624,16054900
2020-09-11,114.900002,115.339996,111.519997,112.959999,109.562775,18583200
2020-09-14,114.839996,115.949997,114.300003,115.330002,111.861511,12365100
2020-09-15,117.089996,117.300003,115.690002,116.470001,112.967216,9130200
2020-09-16,116.989998,117.150002,114.559998,114.669998,111.221352,9818500
2020-09-17,111.989998,114.510002,111.809998,113.720001,110.299919,15201800
2020-09-18,113.910004,114.110001,110.379997,111.760002,108.398872,20918800
2020-09-21,109.500000,112.489998,109.110001,112.440002,109.299980,19190900
2020-09-22,113.709999,114.510002,111.779999,114.220001,111.030266,12768700
2020-09-23,114.279999,114.389999,110.320000,110.660004,107.569687,11853900
2020-09-24,109.629997,112.660004,109.489998,111.279999,108.172371,15919300
2020-09-25,111.339996,114.279999,110.639999,113.940002,110.758095,9663300
2020-09-28,115.830002,116.129997,114.870003,116.120003,112.877205,8736600
2020-09-29,115.970001,116.459999,115.480003,115.730003,112.498108,10425500
2020-09-30,115.669998,117.889999,115.620003,116.699997,113.441010,11159200
2020-10-01,118.320000,118.480003,117.180000,117.930000,114.636673,13538200
2020-10-02,115.029999,116.940002,114.480003,114.940002,111.730171,18625800
2020-10-05,115.760002,117.529999,115.690002,117.459999,114.179787,6135300
2020-10-06,117.180000,118.290001,115.230003,115.639999,112.410629,13431100
2020-10-07,116.849998,117.989998,116.760002,117.760002,114.471413,6496200
2020-10-08,118.790001,118.790001,117.970001,118.370003,115.064384,5054800
2020-10-09,118.930000,120.209999,118.900002,120.180000,116.823845,7212700
2020-10-12,121.949997,124.269997,121.339996,123.459999,120.012238,9581900
2020-10-13,123.860001,124.080002,122.199997,122.669998,119.244301,8806900
2020-10-14,122.970001,123.620003,121.110001,122.019997,118.612434,7267000
2020-10-15,120.000000,121.709999,119.680000,121.470001,118.077820,6592500
2020-10-16,122.139999,122.629997,121.010002,121.120003,117.737579,5772100
2020-10-19,121.730003,122.190002,118.529999,118.900002,115.579582,8308200
2020-10-20,119.349998,120.570000,118.580002,119.309998,115.978127,7283300
2020-10-21,119.019997,120.269997,118.860001,119.129997,115.803154,6085900
2020-10-22,119.180000,119.570000,117.209999,118.570000,115.258797,6743200
2020-10-23,118.739998,118.760002,117.449997,118.440002,115.132423,5156400
2020-10-26,117.129997,118.070000,114.430000,115.870003,112.634201,9094600
2020-10-27,116.430000,116.940002,115.790001,116.449997,113.197990,9532400
2020-10-28,114.239998,114.309998,111.320000,111.510002,108.395950,16378300
2020-10-29,111.940002,114.680000,111.870003,113.370003,110.204002,9704500
2020-10-30,111.779999,112.480003,109.570000,110.860001,107.764114,12924300
2020-11-02,111.709999,112.620003,110.080002,111.139999,108.036293,12019900
2020-11-03,112.010002,114.099998,111.550003,113.099998,109.941559,10485100
2020-11-04,116.540001,118.379997,115.370003,117.500000,114.218681,15381900
2020-11-05,120.589996,121.500000,120.089996,121.150002,117.766769,11094900
2020-11-06,120.860001,121.970001,119.209999,121.580002,118.184746,9727600
2020-11-09,124.160004,125.360001,120.589996,120.699997,117.329315,19884100
2020-11-10,119.650002,120.489998,117.489998,118.449997,115.142151,11769200
2020-11-11,119.650002,121.589996,119.410004,121.260002,117.873680,7244300
2020-11-12,121.260002,121.860001,119.620003,120.180000,116.823845,7176400
2020-11-13,121.089996,121.449997,119.949997,121.199997,117.815338,5925800
2020-11-16,121.209999,122.589996,120.959999,122.370003,118.952667,7432100
2020-11-17,121.760002,122.349998,121.169998,121.690002,118.291656,4969700
2020-11-18,121.480003,122.059998,120.339996,120.389999,117.027969,4771400
2020-11-19,120.150002,121.580002,119.620003,121.360001,117.970879,6077600
2020-11-20,121.470001,121.500000,120.070000,120.110001,116.755775,4957900
2020-11-23,120.480003,121.269997,119.040001,120.080002,116.726624,4903500
2020-11-24,120.540001,121.989998,119.669998,121.750000,118.349991,6817000
2020-11-25,122.169998,122.519997,121.550003,122.010002,118.602730,6093200
2020-11-27,122.660004,123.180000,122.430000,122.660004,119.234589,3512900
2020-11-30,122.620003,123.660004,121.230003,123.480003,120.031685,16114600
2020-12-01,124.500000,125.750000,123.980003,125.059998,121.567551,11340600
2020-12-02,124.529999,125.010002,123.589996,124.870003,121.382874,8019400
2020-12-03,125.010002,125.629997,124.459999,124.790001,121.305092,6887700
2020-12-04,124.970001,126.059998,124.699997,126.040001,122.520180,5179400
2020-12-07,126.110001,126.769997,125.889999,126.400002,122.870132,4452700
2020-12-08,126.279999,127.209999,125.739998,126.809998,123.268684,3943400
2020-12-09,126.730003,127.110001,123.949997,124.379997,120.906532,8635900
2020-12-10,123.620003,125.150002,123.330002,124.559998,121.081512,4998700
2020-12-11,123.809998,124.300003,122.900002,124.300003,120.828766,6511600
2020-12-14,124.680000,125.870003,124.599998,124.750000,121.266212,5527900
2020-12-15,126.099998,126.830002,125.290001,126.830002,123.288124,4549600
2020-12-16,127.000000,128.139999,126.580002,127.690002,124.124107,5154600
2020-12-17,128.619995,128.979996,128.089996,128.699997,125.105904,5752500
2020-12-18,128.889999,128.910004,127.430000,128.250000,124.668480,8846700
2020-12-21,126.330002,128.139999,125.199997,128.080002,124.793198,7616100
2020-12-22,128.789993,129.770004,128.199997,129.190002,125.874710,7167100
2020-12-23,129.339996,129.429993,128.020004,128.210007,124.919853,5650400
2020-12-24,128.429993,129.380005,128.339996,129.059998,125.748024,2192300
2020-12-28,130.339996,130.779999,129.729996,130.520004,127.170578,4085500
2020-12-29,131.229996,131.399994,129.669998,129.899994,126.566460,4420700
2020-12-30,130.350006,130.619995,129.639999,129.830002,126.498260,4070700
2020-12-31,129.889999,130.389999,128.970001,130.020004,126.683403,5529200
2021-01-04,130.679993,130.710007,126.239998,127.900002,124.617798,10508600
2021-01-05,127.610001,128.940002,127.529999,128.729996,125.426483,6180700
2021-01-06,126.889999,128.979996,126.120003,126.510002,123.263474,13629000
2021-01-07,127.730003,130.169998,127.680000,129.919998,126.585960,9826000
2021-01-08,130.559998,131.110001,129.279999,130.759995,127.404411,6193800
2021-01-11,129.490005,130.600006,129.139999,129.679993,126.352127,8926600
2021-01-12,129.520004,129.690002,127.830002,129.059998,125.748024,8544600
2021-01-13,129.229996,130.279999,128.979996,129.880005,126.546989,6802600
2021-01-14,130.199997,130.470001,128.550003,128.740005,125.436241,7812400
2021-01-15,128.550003,129.119995,127.160004,127.419998,124.150116,6320600
2021-01-19,128.300003,129.300003,127.849998,129.080002,125.767525,5784800
2021-01-20,130.070007,132.100006,129.889999,131.639999,128.261810,5885000
2021-01-21,132.350006,133.779999,131.639999,133.339996,129.918198,4472600
2021-01-22,132.779999,133.500000,132.509995,132.830002,129.421280,5621800
2021-01-25,134.330002,134.789993,130.699997,133.940002,130.502792,9102600
2021-01-26,134.410004,134.619995,133.520004,134.029999,130.590485,4296700
2021-01-27,133.389999,133.820007,130.309998,131.500000,128.125412,12242300
2021-01-28,132.169998,134.240005,131.720001,132.039993,128.651550,8090800
2021-01-29,131.380005,131.899994,128.229996,128.929993,125.621353,9511600
2021-02-01,130.460007,132.800003,129.500000,132.160004,128.768478,5616300
2021-02-02,133.440002,134.339996,133.250000,133.949997,130.512558,4297500
2021-02-03,134.220001,134.500000,133.089996,133.490005,130.064362,5787400
2021-02-04,134.210007,135.619995,133.820007,135.619995,132.139679,4067100
2021-02-05,136.029999,136.050003,134.929993,135.320007,131.847397,4706900
2021-02-08,135.869995,136.800003,135.679993,136.740005,133.230957,5856600
2021-02-09,136.380005,137.229996,136.339996,136.580002,133.075058,5276100
2021-02-10,137.130005,137.300003,135.220001,136.380005,132.880173,4732200
2021-02-11,137.300003,137.970001,136.770004,137.880005,134.341690,3782900
2021-02-12,137.520004,138.679993,137.139999,138.589996,135.033463,3377800
2021-02-16,139.139999,139.240005,137.779999,138.139999,134.595016,4861100
2021-02-17,136.869995,137.220001,135.539993,136.919998,133.406326,7637400
2021-02-18,135.500000,136.479996,134.529999,136.250000,132.753510,5477400
2021-02-19,136.949997,137.070007,135.440002,136.050003,132.558670,5842800
2021-02-22,134.380005,134.820007,132.970001,133.050003,129.635651,7131300
2021-02-23,130.839996,133.500000,128.610001,132.679993,129.275131,12099200
2021-02-24,131.690002,134.830002,130.679993,134.710007,131.253067,8236100
2021-02-25,133.509995,134.399994,129.419998,130.000000,126.663925,17156900
2021-02-26,131.289993,132.699997,129.529999,130.690002,127.336205,17755800
2021-03-01,132.910004,134.979996,132.070007,134.899994,131.438126,12386900
2021-03-02,135.089996,135.179993,132.570007,132.759995,129.353088,12401400
2021-03-03,132.119995,132.500000,129.279999,129.419998,126.098793,14944800
2021-03-04,129.020004,129.960007,124.959999,126.559998,123.312202,38477800
2021-03-05,128.139999,129.309998,124.709999,128.949997,125.640862,23042900
2021-03-08,128.830002,129.449997,125.699997,125.830002,122.600922,17621200
2021-03-09,128.770004,130.910004,128.600006,130.110001,126.771065,11493600
2021-03-10,131.509995,131.529999,129.490005,129.589996,126.264427,9229500
2021-03-11,131.539993,133.179993,131.259995,132.360001,128.963379,6681400
2021-03-12,130.779999,131.449997,129.940002,131.410004,128.037750,6221100
2021-03-15,131.509995,132.889999,130.990005,132.809998,129.401779,8292500
2021-03-16,133.830002,135.089996,133.240005,133.809998,130.376129,6553400
2021-03-17,132.729996,134.500000,131.720001,133.699997,130.268951,9683200
2021-03-18,131.869995,132.100006,129.830002,129.990005,126.654167,8792400
2021-03-19,130.020004,130.589996,128.979996,129.600006,126.274193,13612400
2021-03-22,130.020004,132.509995,129.809998,131.869995,128.757156,7992100
2021-03-23,132.229996,132.809998,130.699997,131.050003,127.956505,6464600
2021-03-24,131.839996,131.860001,129.440002,129.460007,126.404045,7104700
2021-03-25,128.690002,129.960007,127.720001,129.380005,126.325920,11286500
2021-03-26,129.309998,132.809998,129.259995,132.669998,129.538269,7441600
2021-03-29,132.270004,132.639999,130.979996,131.979996,128.864548,8658900
2021-03-30,131.050003,131.190002,129.940002,130.729996,127.644058,6617700
2021-03-31,131.729996,133.619995,131.619995,132.809998,129.674973,7715200
2021-04-01,134.259995,135.490005,134.130005,135.479996,132.281937,7175800
2021-04-05,136.270004,138.520004,136.089996,138.279999,135.015839,6433400
2021-04-06,138.059998,138.509995,137.229996,137.690002,134.439774,5657800
2021-04-07,137.580002,138.669998,137.080002,138.419998,135.152527,5042600
2021-04-08,139.720001,140.449997,139.479996,140.419998,137.105316,7072300
2021-04-09,139.910004,141.809998,139.660004,141.770004,138.423431,4700500
2021-04-12,141.190002,141.539993,140.399994,141.089996,137.759491,7953500
2021-04-13,141.630005,142.529999,141.369995,142.419998,139.058105,5657900
2021-04-14,142.399994,142.470001,140.639999,140.910004,137.583740,5608100
2021-04-15,142.199997,143.440002,142.179993,143.330002,139.946625,5514400
2021-04-16,143.440002,143.570007,142.699997,143.300003,139.917374,5847800
2021-04-19,142.660004,143.320007,141.259995,142.110001,138.755447,5127000
2021-04-20,141.809998,142.429993,140.059998,140.850006,137.525192,4936700
2021-04-21,140.600006,142.320007,140.210007,142.270004,138.911652,4627100
2021-04-22,142.020004,142.630005,139.979996,140.600006,137.281067,5826100
2021-04-23,140.860001,143.149994,140.830002,142.699997,139.331497,4443000
2021-04-26,142.750000,143.580002,142.649994,143.429993,140.044250,3867500
2021-04-27,143.660004,143.770004,142.570007,143.080002,139.702530,5411000
2021-04-28,142.250000,142.440002,141.410004,141.750000,138.403946,5345600
2021-04-29,142.910004,143.089996,140.190002,141.630005,138.286774,6708300
2021-04-30,140.190002,140.949997,139.369995,139.699997,136.402313,5291700
2021-05-03,140.449997,140.729996,138.960007,139.309998,136.021515,5402900
2021-05-04,138.270004,138.309998,135.289993,136.809998,133.580551,9959800
2021-05-05,137.929993,137.990005,136.220001,136.479996,133.258331,5622900
2021-05-06,136.419998,137.929993,135.440002,137.850006,134.596008,7169300
2021-05-07,139.229996,139.850006,138.429993,139.029999,135.748154,9598300
2021-05-10,138.360001,138.429993,135.470001,135.520004,132.320999,10140500
2021-05-11,132.929993,135.389999,132.610001,135.110001,131.920670,13523400
2021-05-12,133.119995,133.850006,130.960007,131.309998,128.210373,14707300
2021-05-13,132.750000,134.250000,132.160004,133.050003,129.909286,11305200
2021-05-14,134.539993,136.449997,134.279999,135.979996,132.770111,8411500
2021-05-17,135.179993,135.220001,133.750000,134.979996,131.793747,8133600
2021-05-18,135.369995,135.649994,133.809998,133.899994,130.739212,5868600
2021-05-19,131.820007,134.470001,131.500000,134.369995,131.198151,15290600
2021-05-20,134.910004,137.399994,134.889999,136.940002,133.707489,8414100
2021-05-21,137.639999,137.770004,136.070007,136.190002,132.975159,7074200
2021-05-24,137.320007,139.089996,137.250000,138.610001,135.338058,6614500
2021-05-25,139.169998,139.490005,138.339996,138.649994,135.377090,5622900
2021-05-26,138.850006,139.250000,138.190002,138.639999,135.367355,6655700
2021-05-27,138.520004,139.089996,137.880005,137.910004,134.654587,5677300
2021-05-28,138.610001,139.199997,138.330002,138.399994,135.132980,4611300
2021-06-01,139.020004,139.169998,137.470001,137.720001,134.469055,6453700
2021-06-02,138.000000,139.229996,137.740005,138.669998,135.396637,5049100
2021-06-03,137.550003,138.100006,136.539993,137.380005,134.137070,6360600
2021-06-04,138.220001,140.179993,138.220001,140.020004,136.714783,5591300
2021-06-07,139.899994,140.149994,139.309998,139.990005,136.685501,5892000
2021-06-08,140.660004,141.250000,139.610001,140.000000,136.695206,4451300
2021-06-09,140.679993,140.919998,140.020004,140.100006,136.792892,4881700
2021-06-10,140.389999,141.479996,139.889999,141.130005,137.798538,5637700
2021-06-11,141.309998,141.970001,141.179993,141.970001,138.618774,6050300
2021-06-14,142.110001,143.419998,141.529999,143.410004,140.024750,5713300
2021-06-15,143.300003,143.300003,142.270004,142.529999,139.165512,7539800
2021-06-16,142.800003,143.070007,140.369995,141.759995,138.413696,9601400
2021-06-17,141.350006,143.990005,141.350006,143.399994,140.014969,7932100
2021-06-18,142.710007,143.270004,141.919998,142.089996,138.735886,10408300
2021-06-21,141.889999,143.429993,140.970001,143.350006,140.222763,6138000
2021-06-22,143.259995,144.729996,143.100006,144.649994,141.494385,4626600
2021-06-23,144.669998,145.000000,144.169998,144.490005,141.337891,4135500
2021-06-24,145.419998,145.839996,145.110001,145.399994,142.228012,6139500
2021-06-25,145.529999,145.639999,144.990005,145.229996,142.061707,7192900
2021-06-28,145.830002,146.919998,145.800003,146.750000,143.548569,6278700
2021-06-29,146.830002,147.889999,146.490005,147.820007,144.595230,4914600
2021-06-30,147.589996,148.020004,147.199997,147.660004,144.438721,5506800
2021-07-01,147.460007,147.910004,146.910004,147.910004,144.683243,5818300
2021-07-02,148.619995,150.009995,148.580002,149.860001,146.590714,6390000
2021-07-06,150.179993,151.139999,148.990005,150.429993,147.148300,5935300
2021-07-07,151.389999,151.559998,150.039993,151.250000,147.950378,7441900
2021-07-08,148.869995,150.240005,148.199997,149.820007,146.551605,8543100
2021-07-09,149.639999,151.339996,149.419998,151.199997,147.901489,4887900
2021-07-12,151.800003,151.869995,150.830002,151.320007,148.018875,4809800
2021-07-13,151.059998,153.039993,150.929993,151.940002,148.625351,7601400
2021-07-14,153.160004,153.839996,152.389999,153.059998,149.720917,6443400
2021-07-15,152.880005,153.000000,150.990005,151.800003,148.488388,6253100
